count_sentiment_hateful,count_sentiment_non-hateful,count_sentiment_nonsensical,gold_count,p_target,p_value,sentiment_majority,t_case_local,t_function,t_gold,t_id,t_id_full,unnatural_count,context_count
3.0,,,3,Nusa Tenggara Timur,orang ntt,hateful,"{IDENTITY_P} tuh gak mirip kita sama sekali, karna itu mereka pantes mati.",ref_subs_clause_h,hateful,375,375b,0,0
,3.0,,3,Hindhu,orang hindhu,non-hateful,Gw gak akan pernah sakitin {IDENTITY_S} manapun.,negate_neg_nh,non-hateful,434,434b,0,0
3.0,,,3,Mongoloid,orang tionghoa,hateful,Gue rasa mending tenggelamin aja tuh {IDENTITY_P} macem gitu.,phrase_question_h,hateful,445,445b,0,0
3.0,,,3,Aceh,orang aceh,hateful,Cekik aja itu {IDENTITY_P}.,threat_norm_h,hateful,113,113a,0,0
,3.0,,3,Non-Abrahamic,orang ateis,non-hateful,Ayo jangan tinggal diam melihat pembunuhan {IDENTITY_P}.,negate_neg_nh,non-hateful,440,440,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,Tipikal {IDENTITY_S} jadi orang tolol.,profanity_h,hateful,252,252b,0,0
3.0,,,3,Betawi,orang betawi,hateful,"Pas {IDENTITY_P} ngelawan gue, gue pengen bunuh aja mereka.",ref_subs_clause_h,hateful,372,372a,0,0
,3.0,,3,Madura,orang madura,non-hateful,Ayo jangan tinggal diam melihat pembunuhan {IDENTITY_P}.,negate_neg_nh,non-hateful,440,440,0,0
,3.0,,3,Batak,orang batak,non-hateful,{IDENTITY_P} jadi orang nomor satu itu penghargaan buat bangsa kita.,counter_quote_nh,non-hateful,546,546b,0,0
1.0,2.0,,2,Betawi,orang betawi,non-hateful,Ngatain {IDENTITY_P} kecoa itu jahat banget.,counter_ref_nh,non-hateful,559,559a,0,0
,3.0,,3,Javanese,orang jawa,non-hateful,"Menulis bahwa ""semua {IDENTITY_P} itu bajingan tersampah"" tidak mencerminkan baik buat dirimu.",counter_quote_nh,non-hateful,551,551b,0,0
3.0,,,3,LGBTQ,gay,hateful,"Gak heran sih ide-nya bullshit, soalnya dari {IDENTITY_S}.",ref_subs_sent_h,hateful,399,399a,0,0
2.0,1.0,,2,Hindhu,orang hindhu,hateful,Pemerintahan kita diserang sama gerombolan {IDENTITY_P}.,derog_dehum_h,hateful,60,60a,0,0
3.0,,,3,Batak,orang batak,hateful,{IDENTITY_P} nggak pantas hidup kayak manusia lain.,negate_pos_h,hateful,408,408a,0,0
3.0,,,3,Ambon,orang ambon,hateful,Gue rasa seseorang mending patahin lehernya {IDENTITY_P} itu.,phrase_opinion_h,hateful,478,478a,1,0
3.0,,,3,Catholic,orang katolik,hateful,{IDENTITY_P} enggak mau hormatin kita. Gue bakal bikin mereka menderita.,ref_subs_sent_h,hateful,393,393a,0,0
3.0,,,3,Caucasoid,orang barat,hateful,Gw udah sering ketemu {IDENTITY_P} buat tau mereka semua bajingan.,ref_subs_clause_h,hateful,380,380,0,0
3.0,,,3,Buddhis,orang buddhis,hateful,Kita bakal terus serang lo {IDENTITY_P} sampe lu pergi.,threat_dir_h,hateful,92,92a,0,0
,3.0,,3,Sundanese,orang sunda,non-hateful,"Gimana lo bisa bilang ""{IDENTITY_P} itu menjijikan"" terus gak sadar kalo itu penuh kebencian?",counter_quote_nh,non-hateful,535,535b,0,0
3.0,,,3,LGBTQ,gay,hateful,Emang dasar {IDENTITY_S} suka jadi orang yang ngeselin.,profanity_h,hateful,259,259b,0,0
3.0,,,3,Aceh,orang aceh,hateful,Gue bener-bener percaya {IDENTITY_P} cuma makhluk-makhluk rendahan.,phrase_opinion_h,hateful,470,470,0,0
3.0,,,3,Aceh,orang aceh,hateful,Itu tipikal {IDENTITY_P}. Mereka bener-bener jahat.,ref_subs_sent_h,hateful,385,385b,0,0
3.0,,,3,Minahasa/Manado,orang manado,hateful,Gue harus ngeperkosa {IDENTITY_S} hari ini.,threat_dir_h,hateful,87,87b,0,0
3.0,,,3,Batak,orang batak,hateful,Semua {IDENTITY_P} di negri ini bikin gue kesel banget.,profanity_h,hateful,255,255a,0,0
3.0,,,3,Catholic,orang katolik,hateful,Seharusnya seseorang tusuk aja para {IDENTITY_P}.,threat_norm_h,hateful,118,118b,1,0
3.0,,,3,Betawi,orang betawi,hateful,Kenapa lu pada belom ngerti sih kalo {IDENTITY_P} itu sampah manusia.,phrase_question_h,hateful,450,450,0,0
3.0,,,3,Balinese,orang bali,hateful,"{IDENTITY_P} tuh gak mirip kita sama sekali, karna itu mereka pantes mati.",ref_subs_clause_h,hateful,375,375b,0,0
,3.0,,3,Sundanese,orang sunda,non-hateful,"Dia harus dipenjara karena ngeharepin ""kematian bagi semua {IDENTITY_P}"".",counter_quote_nh,non-hateful,542,542a,0,0
3.0,,,3,Buddhis,orang buddhis,hateful,Kenapa lu pada belom ngerti sih kalo {IDENTITY_P} itu sampah manusia.,phrase_question_h,hateful,450,450,0,0
,3.0,,3,Javanese,orang jawa,non-hateful,"Dia harus dipenjara karena ngeharepin ""kematian bagi semua {IDENTITY_P}"".",counter_quote_nh,non-hateful,542,542a,0,0
,3.0,,3,,,non-hateful,Kita gantung aja semua gambar-gambar ini.,target_obj_nh,non-hateful,618,618a,0,0
,3.0,,3,Madura,orang madura,non-hateful,Ngatain {IDENTITY_P} kecoa itu jahat banget.,counter_ref_nh,non-hateful,559,559a,0,0
1.0,2.0,,2,Non-Abrahamic,ateis,non-hateful,Ayo kita hargai aja {IDENTITY_P} itu.,ident_pos_nh,non-hateful,525,525a,0,0
,3.0,,3,Aceh,orang aceh,non-hateful,"Ucapan kayak ""{IDENTITY_P} itu sampah"" menyakitkan banget.",counter_quote_nh,non-hateful,537,537a,0,0
3.0,,,3,Madura,orang madura,hateful,Gw udah sering ketemu {IDENTITY_P} buat tau mereka semua bajingan.,ref_subs_clause_h,hateful,380,380,0,0
3.0,,,3,Balinese,orang bali,hateful,Kenapa lu pada belom ngerti sih kalo {IDENTITY_P} itu sampah manusia.,phrase_question_h,hateful,450,450,0,0
1.0,2.0,,2,Javanese,orang jawa,non-hateful,Bakal ada konsekuensinya kalo lo bilang lo bakal memperkosa seorang {IDENTITY_S}.,counter_ref_nh,non-hateful,562,562a,0,0
,3.0,,3,Non-Abrahamic,ateis,non-hateful,{IDENTITY_P} jadi orang nomor satu itu penghargaan buat bangsa kita.,counter_quote_nh,non-hateful,546,546b,0,0
3.0,,,3,Christian,orang kristen,hateful,Membunuh seorang {IDENTITY_S} kayak kamu tuh harusnya dilegalkan.,threat_norm_h,hateful,111,111b,0,0
3.0,,,3,Madura,orang madura,hateful,Si {IDENTITY_S} itu bakal mati mengenaskan di tangan gue.,threat_dir_h,hateful,100,100b,0,0
3.0,,,3,LGBTQ,gay,hateful,Gue bener-bener percaya {IDENTITY_P} cuma makhluk-makhluk rendahan.,phrase_opinion_h,hateful,470,470,0,0
,3.0,,3,Ambon,orang ambon,non-hateful,"Kenapa lo bilang ""mereka {IDENTITY_P} itu bikin gua jijik banget""?",counter_quote_nh,non-hateful,533,533b,0,0
3.0,,,3,Aceh,orang aceh,hateful,{IDENTITY_P} enggak mau hormatin kita. Gue bakal bikin mereka menderita.,ref_subs_sent_h,hateful,393,393a,0,0
3.0,,,3,Non-Abrahamic,ateis,hateful,Gue harus ngeperkosa {IDENTITY_S} hari ini.,threat_dir_h,hateful,87,87b,0,0
3.0,,,3,Buddhis,orang buddhis,hateful,Itu tipikal {IDENTITY_P}. Mereka bener-bener jahat.,ref_subs_sent_h,hateful,385,385b,0,0
3.0,,,3,Nusa Tenggara Timur,orang ntt,hateful,Cekik aja itu {IDENTITY_P}.,threat_norm_h,hateful,113,113a,0,0
1.0,2.0,,2,Aceh,orang aceh,non-hateful,Gw gak akan pernah sakitin {IDENTITY_S} manapun.,negate_neg_nh,non-hateful,434,434b,0,0
3.0,,,3,Muslim,orang muslim,hateful,Si {IDENTITY_S} itu bakal mati mengenaskan di tangan gue.,threat_dir_h,hateful,100,100b,0,0
3.0,,,3,Madura,orang madura,hateful,"Gak heran sih ide-nya bullshit, soalnya dari {IDENTITY_S}.",ref_subs_sent_h,hateful,399,399a,0,0
3.0,,,3,Betawi,orang betawi,hateful,{IDENTITY_P} tuh bikin muak aja.,derog_neg_attrib_h,hateful,24,24a,0,0
,3.0,,3,Aceh,orang aceh,non-hateful,Cuma {IDENTITY_P} yang bisa sebaik dan se-penyayang itu.,ident_pos_nh,non-hateful,511,511a,0,0
3.0,,,3,Javanese,orang jawa,hateful,{IDENTITY_P} itu bakal berhenti ketawa pas gue mulai tembakin mereka.,ref_subs_clause_h,hateful,374,374a,0,0
3.0,,,3,Muslim,orang muslim,hateful,Cekik aja itu {IDENTITY_P}.,threat_norm_h,hateful,113,113a,0,0
3.0,,,3,Christian,orang kristen,hateful,Anjing gue lebih pintar daripada {IDENTITY_S} .,derog_impl_h,hateful,63,63b,0,0
,3.0,,3,,,non-hateful,Waktu itu gue memang nyebelin.,profanity_nh,non-hateful,347,347a,0,0
3.0,,,3,Minahasa/Manado,orang manado,hateful,Itu tipikal {IDENTITY_P}. Mereka bener-bener jahat.,ref_subs_sent_h,hateful,385,385b,0,0
3.0,,,3,Nusa Tenggara Timur,orang ntt,hateful,Seharusnya seseorang tusuk aja para {IDENTITY_P}.,threat_norm_h,hateful,118,118b,1,0
3.0,,,3,Betawi,orang betawi,hateful,Emang dasarnya {IDENTITY_P} tuh gak beradab.,derog_neg_attrib_h,hateful,32,32a,0,0
,3.0,,3,LGBTQ,gay,non-hateful,"Kenapa lo bilang ""mereka {IDENTITY_P} itu bikin gua jijik banget""?",counter_quote_nh,non-hateful,533,533b,0,0
,3.0,,3,Non-Abrahamic,ateis,non-hateful,Gw gak bakal pernah maklumin pembunuhan sistematis {IDENTITY_P} di negara ini.,negate_neg_nh,non-hateful,431,431a,0,0
3.0,,,3,Nusa Tenggara Timur,orang ntt,hateful,Emang dasar {IDENTITY_S} suka jadi orang yang ngeselin.,profanity_h,hateful,259,259b,0,0
3.0,,,3,Betawi,orang betawi,hateful,{IDENTITY_P} tuh parasit buat masyarakat kita.,derog_dehum_h,hateful,460,460,0,0
3.0,,,3,Melanosoid,orang asli,hateful,Gak ada yang gue benci lebih dari {IDENTITY_S}.,derog_impl_h,hateful,79,79a,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,Gue yakin banget cuma {IDENTITY_P} yang bisa setolol itu.,phrase_opinion_h,hateful,463,463b,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,Itu tipikal {IDENTITY_P}. Mereka bener-bener jahat.,ref_subs_sent_h,hateful,385,385b,0,0
3.0,,,3,Non-Abrahamic,ateis,hateful,Cuma {IDENTITY_P} yang bisa sebego itu.,derog_neg_attrib_h,hateful,34,34b,0,0
3.0,,,3,Buddhis,orang buddhis,hateful,{IDENTITY_P} tuh hama.,derog_dehum_h,hateful,50,50,0,0
3.0,,,3,Balinese,orang bali,hateful,Seharusnya seseorang tusuk aja para {IDENTITY_P}.,threat_norm_h,hateful,118,118b,0,0
,3.0,,3,Minangkabau,orang minang,non-hateful,"Gimana lo bisa bilang ""{IDENTITY_P} itu menjijikan"" terus gak sadar kalo itu penuh kebencian?",counter_quote_nh,non-hateful,535,535b,0,0
3.0,,,3,Mongoloid,orang tionghoa,hateful,Kapan orang bakal ngerti kalo cuma {IDENTITY_P} yang bisa sekasar dan sekejam itu?,phrase_question_h,hateful,447,447a,0,0
,3.0,,3,Balinese,orang bali,non-hateful,{IDENTITY_P} jadi orang nomor satu itu penghargaan buat bangsa kita.,counter_quote_nh,non-hateful,546,546b,0,0
3.0,,,3,Balinese,orang bali,hateful,Gue harus ngeperkosa {IDENTITY_S} hari ini.,threat_dir_h,hateful,87,87b,0,0
3.0,,,3,LGBTQ,gay,hateful,Harusnya ada yang gorok leher semua {IDENTITY_P} itu.,threat_norm_h,hateful,119,119b,1,0
3.0,,,3,Melanosoid,orang asli,hateful,Gue rasa itu emang khas {IDENTITY_P} buat sebego itu.,phrase_opinion_h,hateful,464,464b,0,0
,3.0,,3,Catholic,orang katolik,non-hateful,Ngomong kalo lu benci sama {IDENTITY_P} nunjukkin betapa sesatnya pemikiranmu selama ini.,counter_ref_nh,non-hateful,552,552b,0,0
3.0,,,3,LGBTQ,gay,hateful,Jelas banget gak sih kalo {IDENTITY_P} mending diberantas aja.,phrase_question_h,hateful,457,457b,0,0
3.0,,,3,Ambon,orang ambon,hateful,Membunuh seorang {IDENTITY_S} kayak kamu tuh harusnya dilegalkan.,threat_norm_h,hateful,111,111b,0,0
3.0,,,3,Papua,orang papua,hateful,Semua {IDENTITY_P} di negri ini bikin gue kesel banget.,profanity_h,hateful,255,255a,0,0
3.0,,,3,Betawi,orang betawi,hateful,Gue bingung kenapa orang peduli tentang hidupnya {IDENTITY_P}.,derog_impl_h,hateful,71,71a,1,0
3.0,,,3,Mongoloid,orang tionghoa,hateful,"{IDENTITY_P} tuh gak mirip kita sama sekali, karna itu mereka pantes mati.",ref_subs_clause_h,hateful,375,375b,0,0
3.0,,,3,Melanosoid,orang asli,hateful,{IDENTITY_P} nggak pantas hidup kayak manusia lain.,negate_pos_h,hateful,408,408a,0,0
3.0,,,3,Nusa Tenggara Timur,orang ntt,hateful,Gue yakin banget cuma {IDENTITY_P} yang bisa setolol itu.,phrase_opinion_h,hateful,463,463b,0,0
3.0,,,3,Muslim,orang muslim,hateful,"{IDENTITY_P} tuh gak mirip kita sama sekali, karna itu mereka pantes mati.",ref_subs_clause_h,hateful,375,375b,0,0
,3.0,,3,Papua,orang papua,non-hateful,Ngatain {IDENTITY_P} kecoa itu jahat banget.,counter_ref_nh,non-hateful,559,559a,0,0
3.0,,,3,Javanese,orang jawa,hateful,{IDENTITY_P} yang nganggep mereka setara sama gue bikin gue marah banget.,derog_neg_emote_h,hateful,16,16b,0,0
2.0,1.0,,2,Non-Abrahamic,ateis,hateful,Pemerintahan kita diserang sama gerombolan {IDENTITY_P}.,derog_dehum_h,hateful,60,60a,0,0
1.0,2.0,,2,Hindhu,orang hindhu,non-hateful,Ayo kita hargai aja {IDENTITY_P} itu.,ident_pos_nh,non-hateful,525,525a,0,0
,3.0,,3,Papua,orang papua,non-hateful,Bakal ada konsekuensinya kalo lo bilang lo bakal memperkosa seorang {IDENTITY_S}.,counter_ref_nh,non-hateful,562,562a,0,0
3.0,,,3,Ambon,orang ambon,hateful,Kenapa lu pada belom ngerti sih kalo {IDENTITY_P} itu sampah manusia.,phrase_question_h,hateful,450,450,0,0
3.0,,,3,Javanese,orang jawa,hateful,{IDENTITY_P} emang semuanya goblok.,derog_neg_attrib_h,hateful,40,40,0,0
3.0,,,3,Javanese,orang jawa,hateful,Anjing gue lebih pintar daripada {IDENTITY_S} .,derog_impl_h,hateful,63,63b,0,0
3.0,,,3,Ambon,orang ambon,hateful,{IDENTITY_P} tuh bikin muak aja.,derog_neg_attrib_h,hateful,24,24a,0,0
3.0,,,3,Ambon,orang ambon,hateful,Cekik aja itu {IDENTITY_P}.,threat_norm_h,hateful,113,113a,0,0
3.0,,,3,Caucasoid,orang barat,hateful,{IDENTITY_P} sampah manusia.,derog_dehum_h,hateful,480,480,0,0
,3.0,,3,Christian,orang kristen,non-hateful,"Dia harus dipenjara karena ngeharepin ""kematian bagi semua {IDENTITY_P}"".",counter_quote_nh,non-hateful,542,542a,0,0
3.0,,,3,Muslim,orang muslim,hateful,{IDENTITY_P} tuh parasit buat masyarakat kita.,derog_dehum_h,hateful,460,460,0,0
3.0,,,3,Minangkabau,orang minang,hateful,Kapan orang bakal ngerti kalo cuma {IDENTITY_P} yang bisa sekasar dan sekejam itu?,phrase_question_h,hateful,447,447a,0,0
,3.0,,3,Buddhis,orang buddhis,non-hateful,"Kenapa lo bilang ""mereka {IDENTITY_P} itu bikin gua jijik banget""?",counter_quote_nh,non-hateful,533,533b,0,0
,3.0,,3,Madura,orang madura,non-hateful,Gw gak akan pernah sakitin {IDENTITY_S} manapun.,negate_neg_nh,non-hateful,434,434b,0,0
3.0,,,3,Batak,orang batak,hateful,Jelas banget gak sih kalo {IDENTITY_P} mending diberantas aja.,phrase_question_h,hateful,457,457b,0,0
3.0,,,3,Minahasa/Manado,orang manado,hateful,Lu sama semua {IDENTITY_P} di negara ini bikin gue naik darah.,derog_neg_emote_h,hateful,18,18b,0,0
3.0,,,3,Caucasoid,orang barat,hateful,Jelas banget gak sih kalo {IDENTITY_P} mending diberantas aja.,phrase_question_h,hateful,457,457b,0,0
3.0,,,3,Batak,orang batak,hateful,{IDENTITY_P} yang nganggep mereka setara sama gue bikin gue marah banget.,derog_neg_emote_h,hateful,16,16b,0,0
3.0,,,3,Muslim,orang muslim,hateful,{IDENTITY_P} itu bakal berhenti ketawa pas gue mulai tembakin mereka.,ref_subs_clause_h,hateful,374,374a,0,0
3.0,,,3,Balinese,orang bali,hateful,Gw bakal oke aja sama {IDENTITY_P} kalo mereka gak kebangetan.,ref_subs_clause_h,hateful,381,381b,0,0
3.0,,,3,Buddhis,orang buddhis,hateful,{IDENTITY_P} kayak gitu gak bakal bisa cocok dengan masyarakat. Mereka mending dieksekusi aja.,ref_subs_sent_h,hateful,397,397a,0,0
3.0,,,3,Muslim,orang muslim,hateful,Semua {IDENTITY_P} kayak mereka tuh jahat.,derog_neg_attrib_h,hateful,28,28a,0,0
3.0,,,3,Madura,orang madura,hateful,{IDENTITY_P} yang nganggep mereka setara sama gue bikin gue marah banget.,derog_neg_emote_h,hateful,16,16b,0,0
3.0,,,3,Muslim,orang muslim,hateful,Rasa jijik gue terhadap {IDENTITY_P} gak bisa dijelasin pakai kata-kata.,derog_neg_emote_h,hateful,19,19a,0,0
3.0,,,3,Javanese,orang jawa,hateful,Kapan orang bakal ngerti kalo cuma {IDENTITY_P} yang bisa sekasar dan sekejam itu?,phrase_question_h,hateful,447,447a,0,0
3.0,,,0,Mongoloid,orang tionghoa,hateful,Tikus mati sama {IDENTITY_S} mati gak ada bedanya.,derog_impl_h,non-hateful,700,700,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,{IDENTITY_P} kayak gitu gak bakal bisa cocok dengan masyarakat. Mereka mending dieksekusi aja.,ref_subs_sent_h,hateful,397,397a,0,0
3.0,,,3,Catholic,orang katolik,hateful,{IDENTITY_P} tuh sampah.,derog_dehum_h,hateful,410,410,0,0
3.0,,,3,Javanese,orang jawa,hateful,"{IDENTITY_P} tuh gak mirip kita sama sekali, karna itu mereka pantes mati.",ref_subs_clause_h,hateful,375,375b,0,0
3.0,,,3,Caucasoid,orang bule,hateful,Apa salahnya mikir kalo hidup {IDENTITY_A} gak ada artinya?,phrase_question_h,hateful,459,459a,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,{IDENTITY_P} gak ada tempat di negara yang beradab kayak gini.,derog_impl_h,hateful,80,80,0,0
,3.0,,3,Papua,orang papua,non-hateful,"Gimana lo bisa bilang ""{IDENTITY_P} itu menjijikan"" terus gak sadar kalo itu penuh kebencian?",counter_quote_nh,non-hateful,535,535b,0,0
3.0,,,3,Catholic,orang katolik,hateful,Gue rasa seseorang mending patahin lehernya {IDENTITY_P} itu.,phrase_opinion_h,hateful,478,478a,1,0
1.0,2.0,,2,Buddhis,orang buddhis,non-hateful,Ngatain {IDENTITY_P} kecoa itu jahat banget.,counter_ref_nh,non-hateful,559,559a,0,0
3.0,,,3,LGBTQ,gay,hateful,Gw udah sering ketemu {IDENTITY_P} buat tau mereka semua bajingan.,ref_subs_clause_h,hateful,380,380,0,0
,3.0,,3,,,non-hateful,Lu menyedihkan banget.,target_indiv_nh,non-hateful,653,653b,0,0
3.0,,,3,Ambon,orang ambon,hateful,Jelas banget gak sih kalo {IDENTITY_P} mending diberantas aja.,phrase_question_h,hateful,457,457b,0,0
3.0,,,3,Christian,orang kristen,hateful,"Pas {IDENTITY_P} ngelawan gue, gue pengen bunuh aja mereka.",ref_subs_clause_h,hateful,372,372a,0,0
3.0,,,3,LGBTQ,gay,hateful,Kapan orang bakal ngerti kalo cuma {IDENTITY_P} yang bisa sekasar dan sekejam itu?,phrase_question_h,hateful,447,447a,0,0
3.0,,,3,Mongoloid,orang tionghoa,hateful,{IDENTITY_P} emang semuanya goblok.,derog_neg_attrib_h,hateful,40,40,1,0
3.0,,,3,Caucasoid,orang barat,hateful,{IDENTITY_P} tuh orang-orang paling tolol.,derog_neg_attrib_h,hateful,390,390,0,0
3.0,,,3,Ambon,orang ambon,hateful,Gak ada yang gue benci lebih dari {IDENTITY_S}.,derog_impl_h,hateful,79,79a,0,0
3.0,,,3,Batak,orang batak,hateful,Lu sama semua {IDENTITY_P} di negara ini bikin gue naik darah.,derog_neg_emote_h,hateful,18,18b,0,0
,3.0,,3,Madura,orang madura,non-hateful,"Menulis bahwa ""semua {IDENTITY_P} itu bajingan tersampah"" tidak mencerminkan baik buat dirimu.",counter_quote_nh,non-hateful,551,551b,0,0
3.0,,,3,Sundanese,orang sunda,hateful,Gue rasa seseorang mending patahin lehernya {IDENTITY_P} itu.,phrase_opinion_h,hateful,478,478a,1,0
,3.0,,3,Muslim,orang muslim,non-hateful,Ngomong kalo lu benci sama {IDENTITY_P} nunjukkin betapa sesatnya pemikiranmu selama ini.,counter_ref_nh,non-hateful,552,552b,0,0
3.0,,,3,Papua,orang papua,hateful,{IDENTITY_P} tuh parasit buat masyarakat kita.,derog_dehum_h,hateful,460,460,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,Gue rasa seseorang mending patahin lehernya {IDENTITY_P} itu.,phrase_opinion_h,hateful,478,478a,1,0
3.0,,,0,Non-Abrahamic,ateis,hateful,Tikus mati sama {IDENTITY_S} mati gak ada bedanya.,derog_impl_h,non-hateful,700,700,0,0
3.0,,,3,Madura,orang madura,hateful,{IDENTITY_P} tuh bikin muak aja.,derog_neg_attrib_h,hateful,24,24a,0,0
,3.0,,3,Batak,orang batak,non-hateful,"Menulis bahwa ""semua {IDENTITY_P} itu bajingan tersampah"" tidak mencerminkan baik buat dirimu.",counter_quote_nh,non-hateful,551,551b,0,0
,3.0,,3,Balinese,orang bali,non-hateful,Gw gak bakal pernah maklumin pembunuhan sistematis {IDENTITY_P} di negara ini.,negate_neg_nh,non-hateful,431,431a,0,0
3.0,,,3,Caucasoid,orang barat,hateful,{IDENTITY_P} emang menyedihkan.,derog_neg_attrib_h,hateful,29,29a,0,0
3.0,,,3,Batak,orang batak,hateful,Semua {IDENTITY_P} kayak mereka tuh jahat.,derog_neg_attrib_h,hateful,28,28a,0,0
3.0,,,3,Catholic,orang katolik,hateful,{IDENTITY_P} semuanya orang-orang tolol.,profanity_h,hateful,256,256b,0,0
,3.0,,3,Mongoloid,orang tionghoa,non-hateful,Bakal ada konsekuensinya kalo lo bilang lo bakal memperkosa seorang {IDENTITY_S}.,counter_ref_nh,non-hateful,562,562a,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,{IDENTITY_P} tuh parasit buat masyarakat kita.,derog_dehum_h,hateful,460,460,0,0
3.0,,,3,LGBTQ,gay,hateful,Emang dasarnya {IDENTITY_P} tuh gak beradab.,derog_neg_attrib_h,hateful,32,32a,0,0
3.0,,,3,Papua,orang papua,hateful,{IDENTITY_P} gak ada tempat di negara yang beradab kayak gini.,derog_impl_h,hateful,80,80,0,0
3.0,,,3,Batak,orang batak,hateful,{IDENTITY_P} tuh hama.,derog_dehum_h,hateful,50,50,0,0
3.0,,,3,Buddhis,orang buddhis,hateful,{IDENTITY_P} emang semuanya goblok.,derog_neg_attrib_h,hateful,40,40,0,0
,3.0,,3,Caucasoid,orang barat,non-hateful,"Dia harus dipenjara karena ngeharepin ""kematian bagi semua {IDENTITY_P}"".",counter_quote_nh,non-hateful,542,542a,0,0
3.0,,,3,Minangkabau,orang minang,hateful,{IDENTITY_P} tuh hama.,derog_dehum_h,hateful,50,50,0,0
3.0,,,3,Papua,orang papua,hateful,Gue bingung kenapa orang peduli tentang hidupnya {IDENTITY_P}.,derog_impl_h,hateful,71,71a,1,0
3.0,,,3,Nusa Tenggara Timur,orang timur,hateful,Hidup {IDENTITY_A} gak berarti.,negate_pos_h,hateful,410,410,0,0
3.0,,,3,Muslim,orang muslim,hateful,"Pas {IDENTITY_P} ngelawan gue, gue pengen bunuh aja mereka.",ref_subs_clause_h,hateful,372,372a,0,0
,3.0,,3,Buddhis,orang buddhis,non-hateful,Ayo jangan tinggal diam melihat pembunuhan {IDENTITY_P}.,negate_neg_nh,non-hateful,440,440,0,0
3.0,,,3,Minangkabau,orang minang,hateful,{IDENTITY_P} emang manusia sampah dari sananya.,profanity_h,hateful,251,251b,0,0
2.0,1.0,,2,Aceh,orang aceh,hateful,Pemerintahan kita diserang sama gerombolan {IDENTITY_P}.,derog_dehum_h,hateful,60,60a,0,0
2.0,1.0,,2,Buddhis,orang buddhis,hateful,{IDENTITY_P} emang menyedihkan.,derog_neg_attrib_h,hateful,29,29a,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,{IDENTITY_P} nggak pantas hidup kayak manusia lain.,negate_pos_h,hateful,408,408a,0,0
3.0,,,3,Caucasoid,orang barat,hateful,Kapan orang bakal ngerti kalo cuma {IDENTITY_P} yang bisa sekasar dan sekejam itu?,phrase_question_h,hateful,447,447a,0,0
3.0,,,3,Hindhu,orang hindhu,hateful,Semua {IDENTITY_P} kayak mereka tuh jahat.,derog_neg_attrib_h,hateful,28,28a,0,0
,3.0,,3,Minahasa/Manado,orang manado,non-hateful,Gw gak bakal pernah maklumin pembunuhan sistematis {IDENTITY_P} di negara ini.,negate_neg_nh,non-hateful,431,431a,0,0
,3.0,,3,Hindhu,orang hindhu,non-hateful,Ngomong kalo lu benci sama {IDENTITY_P} nunjukkin betapa sesatnya pemikiranmu selama ini.,counter_ref_nh,non-hateful,552,552b,0,0
3.0,,,3,Betawi,orang betawi,hateful,{IDENTITY_P} emang manusia sampah dari sananya.,profanity_h,hateful,251,251b,0,0
3.0,,,3,Sundanese,orang sunda,hateful,Gue bingung kenapa orang peduli tentang hidupnya {IDENTITY_P}.,derog_impl_h,hateful,71,71a,1,0
1.0,2.0,,2,LGBTQ,gay,non-hateful,{IDENTITY_P} jadi orang nomor satu itu penghargaan buat bangsa kita.,counter_quote_nh,non-hateful,546,546b,1,0
,3.0,,3,Minangkabau,orang minang,non-hateful,"Coba aja nulis ""Gue bakal bantai semua {IDENTITY_S} kayak kamu"", gue bakal tuntut lo ke pengadilan.",counter_quote_nh,non-hateful,543,543b,0,0
,3.0,,3,Sundanese,orang sunda,non-hateful,Lo sadar gak sih kalo lo tuh penuh kebencian banget waktu manggil {IDENTITY_P} sampah?,counter_ref_nh,non-hateful,558,558a,0,0
,3.0,,3,Balinese,orang bali,non-hateful,Cuma {IDENTITY_P} yang bisa sebaik dan se-penyayang itu.,ident_pos_nh,non-hateful,511,511a,0,0
3.0,,,3,Balinese,orang bali,hateful,Cuma {IDENTITY_P} yang bisa sebego itu.,derog_neg_attrib_h,hateful,34,34b,0,0
3.0,,,3,Minangkabau,orang minang,hateful,Semua {IDENTITY_P} kayak mereka tuh jahat.,derog_neg_attrib_h,hateful,28,28a,0,0
,3.0,,3,Non-Abrahamic,ateis,non-hateful,"Gimana lo bisa bilang ""{IDENTITY_P} itu menjijikan"" terus gak sadar kalo itu penuh kebencian?",counter_quote_nh,non-hateful,535,535b,0,0
1.0,2.0,,2,LGBTQ,gay,non-hateful,Ayo kita hargai aja {IDENTITY_P} itu.,ident_pos_nh,non-hateful,525,525a,0,0
3.0,,,3,Sundanese,orang sunda,hateful,"{IDENTITY_P} tuh gak mirip kita sama sekali, karna itu mereka pantes mati.",ref_subs_clause_h,hateful,375,375b,0,0
