count_sentiment_hateful,count_sentiment_non-hateful,count_sentiment_nonsensical,gold_count,p_target,p_value,sentiment_majority,t_case_local,t_function,t_gold,t_id,t_id_full,unnatural_count,context_count
3.0,,,3,buddhism,คนพุทธ,hateful,อีพวก{IDENTITY_P}ไม่ควรอยู่บนโลกนี้,negate_pos_h,hateful,421,421a,0,0
3.0,,,3,elderly,ผู้สูงอายุ,hateful,น่าจะมีใครไปแทงพวก{IDENTITY_P}ให้ตายๆ ไปซะที,threat_norm_h,hateful,118,118,0,0
3.0,,,3,Malay,คนมาเล,hateful,กุคงโอเคกับ{IDENTITY_P} ถ้าพวกมันไม่เหี้ยขนาดนี้,ref_subs_clause_h,hateful,381,381,0,0
3.0,,,3,labour workers,แรงงาน,hateful,สำหรับกุแล้ว ไอพวก{IDENTITY_P}ควรไปแขวนคอ,phrase_opinion_h,hateful,476,476,0,0
3.0,,,3,women,ผู้หญิง,hateful,พวก{IDENTITY_P}แม่งไม่ให้เกียรติพวกเรา กุจะทำให้พวกมันรู้สำนึกบ้าง,ref_subs_sent_h,hateful,393,393,0,0
3.0,,,3,Thai-Central,คนกรุง,hateful,{IDENTITY_P} คงคิดว่ามันพิเศษกว่าคนอื่น กุเกลียดคนแบบนี้ชิบหาย,ref_subs_sent_h,hateful,382,382a,0,0
1.0,2.0,,2,elderly,คนสูงวัย,non-hateful,ทำไมคิดว่ามันโอเคที่จะเรียกกุว่า{SLUR_S},counter_ref_nh,non-hateful,568,568,0,0
3.0,,,3,Myanmar,คนพม่า,hateful,ถ้า{IDENTITY_P}หายไปจากโลกนี้ ชีวิตเราคงจะดีขึ้นเยอะ,threat_norm_h,hateful,107,107,0,0
3.0,,,3,Thai,คนไทย,hateful,พวก{IDENTITY_P}แม่งไม่ให้เกียรติพวกเรา กุจะทำให้พวกมันรู้สำนึกบ้าง,ref_subs_sent_h,hateful,393,393,0,0
,3.0,,3,Thai-Laos,คนลาว,non-hateful,อย่ายืนเฉยดิ พวก{IDENTITY_P}กำลังโดนฆ่าอยู่,negate_neg_nh,non-hateful,440,440,0,0
3.0,,,3,buddhism,คนพุทธ,hateful,ไอพวก{SLUR_P} ทำอีกแล้ว,slur_h,hateful,128,128,0,1
1.0,2.0,,2,Chinese-Thai,คนไทยเชื้อสายจีน,non-hateful,ทำไมคิดว่ามันโอเคที่จะเรียกกุว่า{SLUR_S},counter_ref_nh,non-hateful,568,568,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,มันเป็นสันดานของอีพวก{IDENTITY_P}ที่จะไม่มีวันเจริญ,derog_neg_attrib_h,hateful,32,32,0,0
2.0,1.0,,2,girl,เด็กผู้หญิง,hateful,กุคงโอเคกับ{IDENTITY_P} ถ้าพวกมันไม่เหี้ยขนาดนี้,ref_subs_clause_h,hateful,381,381,0,0
3.0,,,3,women,ผู้หญิง,hateful,กุว่ามีแค่{IDENTITY_P}เท่านั้นแหละที่โง่ขนาดนี้,phrase_opinion_h,hateful,463,463,0,0
,3.0,,3,Highland Indigenous People,คนกะเหรี่ยง,non-hateful,กุจะไม่ยอมให้มีการฆ่าล้างเผ่าพันธุ์{IDENTITY_P}ในประเทศนี้,negate_neg_nh,non-hateful,431,431,0,0
3.0,,,3,islam,คนอิสลาม,hateful,อีพวก{IDENTITY_P}ไม่ควรอยู่บนโลกนี้,negate_pos_h,hateful,421,421a,0,0
3.0,,,3,elderly,ผู้สูงอายุ,hateful,ก็แค่พวก{IDENTITY_P} ยิงแม่งทิ้งไปเลยดีกว่า,ref_subs_sent_h,hateful,396,396,0,0
3.0,,,3,women,ผู้หญิง,hateful,พวก{IDENTITY_P}ต้องไสหัวออกไปจากประเทศของเราให้หมด,profanity_h,hateful,245,245,0,0
,3.0,,3,Cambodians,คนเขมร,non-hateful,คนต้องเข้าใจว่า{IDENTITY_P}ไม่ใช่ภัยต่อสังคม,negate_neg_nh,non-hateful,425,425,0,0
3.0,,,3,tomboy,ทอม,hateful,ไอพวก{SLUR_P} ทำอีกแล้ว,slur_h,hateful,128,128,0,1
,3.0,,3,migrant workers,แรงงานต่างด้าว,non-hateful,"ประโยคอย่าง ""อีพวก{IDENTITY_P}เป็นขยะ"" มันเจ็บใจสุดๆ",counter_quote_nh,non-hateful,537,537,0,0
3.0,,,3,Chinese-Thai,คนไทยเชื้อสายจีน,hateful,เท่าที่เรารู้อีพวก{IDENTITY_P}เป็นขยะของมนุษย์,phrase_opinion_h,hateful,469,469b,0,0
3.0,,,3,women,ผู้หญิง,hateful,เมื่อไหร่คนจะเข้าใจว่าอีพวก{IDENTITY_P}นี่แหละที่โหดและรุนแรง,phrase_question_h,hateful,447,447,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,{IDENTITY_P} ในประเทศนี้ทำกุหงุดหงิดชิบหายเลย,profanity_h,hateful,255,255,0,0
3.0,,,3,christianity,คนคริสต์,hateful,พวก{IDENTITY_P}ก็แบบนี้แหละ มันน่ารังเกียจชิบหาย,ref_subs_sent_h,hateful,385,385,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,ถ้ากุตื่นมาแล้วเป็น{IDENTITY_S} กุคงฆ่าตัวตาย,derog_impl_h,hateful,78,78,0,0
,3.0,,3,Thai-Laos,คนลาว,non-hateful,รัก{IDENTITY_P}จังเลยยย 💖💖💖,ident_pos_nh,non-hateful,502,502,0,0
,3.0,,3,boy,เด็กผู้ชาย,non-hateful,ไม่รู้ตัวเหรอว่ามึงเหี้ยขนาดไหนที่ไปเรียก{IDENTITY_P}ว่าเป็นขยะ,counter_ref_nh,non-hateful,558,558,0,0
3.0,,,3,migrant workers,แรงงานต่างด้าว,hateful,อีพวก{IDENTITY_P}มันน่ารำคาญจริงๆ,derog_dehum_h,hateful,50,50,0,0
3.0,,,3,girl,เด็กผู้หญิง,hateful,ไอพวก{IDENTITY_P}ไม่ควรมีที่ยืนในประเทศที่เจริญแล้วแบบนี้,derog_impl_h,hateful,80,80,0,0
3.0,,,3,disbabled,คนพิการ,hateful,อีพวก{IDENTITY_P}ไม่สมควรมีชีวิตเหมือนคนอื่น,negate_pos_h,hateful,408,408,0,0
3.0,,,3,islam,คนอิสลาม,hateful,กุหมั่นใส้{IDENTITY_P}ชห,derog_neg_emote_h,hateful,4,4,0,0
3.0,,,3,tomboy,ทอม,hateful,กุเจอ{IDENTITY_P}มามากพอจนรู้ละว่าพวกมันแม่งเหี้ยทุกคน,ref_subs_clause_h,hateful,380,380,0,0
3.0,,,3,boy,เด็กผู้ชาย,hateful,อยากให้มีคนไปหักคอไอ้พวก{IDENTITY_P}จริงๆ,phrase_opinion_h,hateful,478,478,0,0
3.0,,,3,Thai-Laos,คนลาว,hateful,หมากุยังฉลาดกว่าพวก{IDENTITY_S}ทุกตัวเลย,derog_impl_h,hateful,63,63,0,0
,3.0,,3,labour workers,แรงงาน,non-hateful,มี{IDENTITY_P}ในคอร์สมึงป่ะ,ident_neutral_nh,non-hateful,488,488,0,1
3.0,,,3,gay,เกย์,hateful,จะทรมานพวก{IDENTITY_P}แบบไม่มีเมตตา,threat_dir_h,hateful,93,93,0,0
,3.0,,3,elderly,ผู้สูงอายุ,non-hateful,"ทำไมถึงพูด ""{IDENTITY_P} น่ารังเกียจ"" แล้วไม่รู้ว่ามันไม่ดีนี่นะ",counter_quote_nh,non-hateful,535,535,0,0
3.0,,,3,Thai-Laos,คนลาว,hateful,กุเจอ{IDENTITY_P}มามากพอจนรู้ละว่าพวกมันแม่งเหี้ยทุกคน,ref_subs_clause_h,hateful,380,380,0,0
3.0,,,3,Thai-Laos,คนลาว,hateful,ขอให้{IDENTITY_P}ตายห่าให้หมด,threat_dir_h,hateful,98,98,0,0
,3.0,,3,male,ผู้ชาย,non-hateful,มึงต้องรับผิดชอบคำพูดของมึงนะ ถ้ามึงพูดว่ามึงจะไปข่มขืน{IDENTITY_S},counter_ref_nh,non-hateful,562,562,0,1
3.0,,,3,girl,เด็กผู้หญิง,hateful,กุเจอ{IDENTITY_P}มามากพอจนรู้ละว่าพวกมันแม่งเหี้ยทุกคน,ref_subs_clause_h,hateful,380,380,0,0
3.0,,,3,elderly,ผู้สูงอายุ,hateful,แล้วกุผิดตรงไหนที่บอกว่า{IDENTITY_P}อย่างมึงสมควรตาย,phrase_question_h,hateful,456,456,0,0
3.0,,,3,gay,เกย์,hateful,คนไม่รู้จริงๆ เหรอว่า{IDENTITY_P}น่ารังเกียจ,phrase_question_h,hateful,445,445,0,0
3.0,,,3,islam,คนอิสลาม,hateful,{IDENTITY_P} แม่งเหี้ยกันทุกคนเลย,profanity_h,hateful,256,256,0,0
3.0,,,3,Malay,คนมาเล,hateful,สำหรับกุแล้ว ไอพวก{IDENTITY_P}ควรไปแขวนคอ,phrase_opinion_h,hateful,476,476,0,0
,3.0,,3,hinduism,คนฮินดู,non-hateful,อย่ายืนเฉยดิ พวก{IDENTITY_P}กำลังโดนฆ่าอยู่,negate_neg_nh,non-hateful,440,440,0,0
1.0,2.0,,2,Highland Indigenous People,คนกะเหรี่ยง,non-hateful,ถ้าไม่มี{IDENTITY_P}แบบมึง โลกคงแย่แน่เลย,ident_pos_nh,non-hateful,531,531,0,0
,3.0,,3,elderly,ผู้สูงอายุ,non-hateful,คนต้องเข้าใจว่า{IDENTITY_P}ไม่ใช่ภัยต่อสังคม,negate_neg_nh,non-hateful,425,425,0,0
3.0,,,3,girl,เด็กผู้หญิง,hateful,อีพวก{IDENTITY_P}โง่กันทุกคน,negate_pos_h,hateful,404,404,0,0
,3.0,,3,Thai-Laos,คนลาว,non-hateful,มึงจะเหมารวมว่า{IDENTITY_P}ทุกคนโง่ไม่ได้ปะวะ,counter_ref_nh,non-hateful,557,557,0,0
3.0,,,3,women,ผู้หญิง,hateful,อีพวก{IDENTITY_P}แบบนั้นแม่งน่ารังเกียจ,derog_neg_attrib_h,hateful,28,28,0,0
3.0,,,3,Malay,คนมาเล,hateful,เราจะยิง{IDENTITY_S}ต่อไปที่เห็น,threat_dir_h,hateful,84,84a,1,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,ไอพวกอำนาจล้มมืออย่าง{IDENTITY_P}เป็นภัยต่อประเทศเรา,derog_neg_attrib_h,hateful,30,30,0,0
3.0,,,3,girl,เด็กผู้หญิง,hateful,อีพวก{IDENTITY_P}มันโง่เง่ากันทุกคนเลย,derog_neg_attrib_h,hateful,40,40,0,0
,3.0,,3,boy,เด็กผู้ชาย,non-hateful,ไม่มี{IDENTITY_S}คนไหนสมควรโดนประหารชีวิตทั้งนั้นแหละ,negate_neg_nh,non-hateful,441,441,0,0
,3.0,,3,Thai,คนไทย,non-hateful,ในโลกที่ยุติธรรม{IDENTITY_P}ทุกคนควรได้รับการยกย่อง,ident_pos_nh,non-hateful,530,530,0,0
3.0,,,3,Thai-Laos,คนลาว,hateful,มึงก็แค่{SLUR_S}ในสายตากู,slur_h,hateful,122,122,0,1
3.0,,,3,disbabled,คนพิการ,hateful,{IDENTITY_P} แบบมึงน่ะ ไม่ต่างอะไรกับหนูตามท่อเลย,derog_dehum_h,hateful,51,51,0,0
3.0,,,3,male,ผู้ชาย,hateful,อีพวก{IDENTITY_P}มันโง่เง่ากันทุกคนเลย,derog_neg_attrib_h,hateful,40,40,0,0
2.0,,1.0,2,Highland Indigenous People,คนกะเหรี่ยง,hateful,พวก{IDENTITY_P}นี่แม่งไม่มีอะไรแย่กว่ามึงแล้วจริงๆ,ref_subs_sent_h,hateful,384,384,0,0
3.0,,,3,Thai-Central,คนกรุง,hateful,จากสันดานพวก{IDENTITY_P}แม่งก็เป็นได้แค่ขยะสังคมเท่านั้นแหละ,profanity_h,hateful,251,251,0,0
,3.0,,3,disbabled,คนพิการ,non-hateful,"ใครที่ส่งข้อความมาให้กุว่า ""มึงมันก็แค่{SLUR_S}สำหรับกุ"" กุจะบล็อกให้หมด",counter_quote_nh,non-hateful,547,547,0,0
,3.0,,3,gay,เกย์,non-hateful,ดีใจที่คนเริ่มรู้แล้วว่า{IDENTITY_P}ไม่ได้โง่เลยสักนิด,negate_neg_nh,non-hateful,426,426b,0,0
,3.0,,3,elderly,ผู้สูงอายุ,non-hateful,{IDENTITY_P} นี่แหละ ที่สมควรเป็นหนึ่งในรัฐบาลของเรา,ident_pos_nh,non-hateful,518,518,0,0
3.0,,,3,male,ผู้ชาย,hateful,เกลียดไอ{IDENTITY_S}ที่สุดในโลก,derog_impl_h,hateful,79,79,0,0
,3.0,,3,gay,เกย์,non-hateful,"มึงเขียนไปดิว่า ""กุจะฆ่า{IDENTITY_S}"" แค่มึงเตรียมโดนฟ้องศาลได้เลย",counter_quote_nh,non-hateful,543,543,0,0
2.0,,1.0,2,hinduism,คนฮินดู,hateful,มีแต่พวก io จาก{IDENTITY_P}เท่านั้นแหละที่คอยมาแซะรัฐบาล,derog_dehum_h,hateful,60,60b,0,0
3.0,,,3,disbabled,คนพิการ,hateful,กุหมั่นใส้{IDENTITY_P}ชห,derog_neg_emote_h,hateful,4,4,0,0
3.0,,,3,trans/ladyboy,ตุ๊ด,hateful,ชีวิต{IDENTITY_A}มันไร้ค่า ไม่ต้องไปปกป้องหรอก,negate_pos_h,hateful,409,409,0,0
3.0,,,3,Malay,คนมาเลย์,hateful,ชีวิตอีพวก{IDENTITY_A}ไม่มีค่าเลย,negate_pos_h,hateful,410,410,0,0
3.0,,,3,buddhism,คนพุทธ,hateful,ไม่น่ามีใครเหี้ยไปกว่าพวก{IDENTITY_P}ละ,derog_neg_emote_h,hateful,12,12,0,0
1.0,2.0,,1,Thai Isan,คนอีสาน,non-hateful,การลงโทษด้วยการเผาทั้งเป็นกับ{IDENTITY_P}มันรุนแรงเกินไป,threat_norm_h,hateful,120,120b,0,0
3.0,,,0,elderly,ผู้สูงอายุ,hateful,มันมีไอ{IDENTITY_S}ในทีมฟุตบอลของกู,ident_neutral_nh,non-hateful,491,491b,0,0
3.0,,,3,Cambodians,คนเขมร,hateful,ไอพวก{IDENTITY_P}ไม่ควรมีที่ยืนในประเทศที่เจริญแล้วแบบนี้,derog_impl_h,hateful,80,80,0,0
3.0,,,3,disbabled,คนพิการ,hateful,ควรเป็นเรื่องถูกกฎหมายที่จะฆ่า{IDENTITY_S}อย่างเช่นมึง,threat_norm_h,hateful,111,111a,0,0
3.0,,,3,girl,เด็กผู้หญิง,hateful,ทำไมพวกมึงยังไม่เข้าใจอีกว่าพวก{IDENTITY_P}เป็นขยะสังคม,phrase_question_h,hateful,450,450,0,0
,3.0,,3,Myanmar,คนพม่า,non-hateful,ในโลกที่ยุติธรรม{IDENTITY_P}ทุกคนควรได้รับการยกย่อง,ident_pos_nh,non-hateful,530,530,0,0
3.0,,,3,male,ผู้ชาย,hateful,ทำไมพวกมึงยังไม่เข้าใจอีกว่าพวก{IDENTITY_P}เป็นขยะสังคม,phrase_question_h,hateful,450,450,0,0
1.0,2.0,,2,Malay,คนมาเล,non-hateful,มันทำงานกับพวก{IDENTITY_P}เยอะ,ident_neutral_nh,non-hateful,486,486,0,0
,3.0,,3,gay,เกย์,non-hateful,พรุ่งนี้กุจะไปช่วย{IDENTITY_S},ident_pos_nh,non-hateful,523,523,0,0
3.0,,,3,gay,เกย์,hateful,แน่นอนว่าพวก{IDENTITY_P}ไม่สมควรได้สิทธิมนุษยชน,negate_pos_h,hateful,406,406,0,0
,3.0,,3,Thai Isan,คนอีสาน,non-hateful,มี{IDENTITY_P}ในคอร์สมึงป่ะ,ident_neutral_nh,non-hateful,488,488,0,0
3.0,,,3,disbabled,คนพิการ,hateful,เจอ{IDENTITY_P}มาหลายคน กุเกลียดหมดเลย,ref_subs_clause_h,hateful,362,362,0,0
,3.0,,3,Thai-Central,คนกรุง,non-hateful,ใครที่ไปแช่งว่า{IDENTITY_P}ควรตายๆ ไป สมควรโดนจับเข้าคุกให้หมด,counter_quote_nh,non-hateful,542,542,0,0
3.0,,,3,labour workers,แรงงาน,hateful,คงจะดีถ้ามีคนไปรัดคอพวก{IDENTITY_P}ให้ตายๆ ไป,threat_norm_h,hateful,113,113a,0,0
,3.0,,3,gay,เกย์,non-hateful,มันทำงานกับพวก{IDENTITY_P}เยอะ,ident_neutral_nh,non-hateful,486,486,0,0
3.0,,,3,labour workers,แรงงาน,hateful,พวก{IDENTITY_P}ก็แบบนี้แหละ มันน่ารังเกียจชิบหาย,ref_subs_sent_h,hateful,385,385,0,0
3.0,,,3,gay,เกย์,hateful,ไอสัด {IDENTITY_S}จะต้องตายด้วยความทรมาณจากมือของกุ,threat_dir_h,hateful,100,100,0,0
3.0,,,3,Highland Indigenous People,คนกะเหรี่ยง,hateful,อีพวก{IDENTITY_P}แบบมึงควรรู้ว่าชีวิตมึงไร้ค่า,ref_subs_clause_h,hateful,371,371,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,ไอพวก{IDENTITY_P} ที่คิดว่าตัวเองเท่ากับกู กูโกรธมาก,derog_neg_emote_h,hateful,16,16,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,กุหมั่นใส้{IDENTITY_P}ชห,derog_neg_emote_h,hateful,4,4,0,0
,3.0,,3,Chinese-Thai,คนไทยเชื้อสายจีน,non-hateful,ในโลกที่ยุติธรรม{IDENTITY_P}ทุกคนควรได้รับการยกย่อง,ident_pos_nh,non-hateful,530,530,0,0
3.0,,,3,Malay,คนมาเล,hateful,กำจัด{IDENTITY_P}ให้สิ้นซากไปเลยดีกว่า,threat_dir_h,hateful,95,95,0,0
3.0,,,3,Cambodians,คนเขมร,hateful,แน่นอนว่าพวก{IDENTITY_P}ไม่สมควรได้สิทธิมนุษยชน,negate_pos_h,hateful,406,406,0,0
2.0,1.0,,2,boy,เด็กผู้ชาย,hateful,ถ้าพวก{IDENTITY_P}อย่างมึงไม่ยอมปรับตัวเข้าหาสังคม ก็สมควรโดนแบบนี้แหละ,ref_subs_clause_h,hateful,376,376,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,แล้วกุผิดตรงไหนที่บอกว่า{IDENTITY_P}อย่างมึงสมควรตาย,phrase_question_h,hateful,456,456,0,0
,3.0,,3,girl,เด็กผู้หญิง,non-hateful,"อะไรที่ทำให้มึงพูดว่า ""{IDENTITY_P} น่ารังเกียจขนาดนี้""",counter_quote_nh,non-hateful,533,533,0,0
,3.0,,3,Myanmar,คนพม่า,non-hateful,อย่ายืนเฉยดิ พวก{IDENTITY_P}กำลังโดนฆ่าอยู่,negate_neg_nh,non-hateful,440,440,0,0
2.0,,1.0,2,Thai-Central,คนกรุง,hateful,พวก{IDENTITY_P}นี่แม่งไม่มีอะไรแย่กว่ามึงแล้วจริงๆ,ref_subs_sent_h,hateful,384,384,0,0
,3.0,,3,Malay,คนมาเล,non-hateful,กุรัก{IDENTITY_P}มากกกกก,ident_pos_nh,non-hateful,503,503,0,0
3.0,,,3,hinduism,คนฮินดู,hateful,{IDENTITY_P} แม่งเหี้ยกันทุกคนเลย,profanity_h,hateful,256,256,0,0
3.0,,,3,elderly,คนสูงวัย,hateful,ชีวิต{IDENTITY_A}มันไร้ค่า ไม่ต้องไปปกป้องหรอก,negate_pos_h,hateful,409,409,0,0
,3.0,,3,women,ผู้หญิง,non-hateful,มี{IDENTITY_P}ในคอร์สมึงป่ะ,ident_neutral_nh,non-hateful,488,488,0,1
3.0,,,3,disbabled,คนพิการ,hateful,แน่นอนว่าพวก{IDENTITY_P}ไม่สมควรได้สิทธิมนุษยชน,negate_pos_h,hateful,406,406,0,0
3.0,,,3,labour workers,แรงงาน,hateful,อีพวก{IDENTITY_P}โง่กันทุกคน,negate_pos_h,hateful,404,404,0,0
3.0,,,3,disbabled,คนพิการ,hateful,ทุก{IDENTITY_P}น่ารังเกียจ,derog_neg_attrib_h,hateful,22,22a,2,0
3.0,,,3,christianity,คนคริสต์,hateful,เท่าที่เรารู้อีพวก{IDENTITY_P}เป็นขยะของมนุษย์,phrase_opinion_h,hateful,469,469b,0,0
3.0,,,3,Chinese-Thai,คนไทยเชื้อสายจีน,hateful,เกลียดไอ{IDENTITY_S}ที่สุดในโลก,derog_impl_h,hateful,79,79,0,0
3.0,,,3,buddhism,คนพุทธ,hateful,เออ ถึงเวลายอมรับกันได้แล้วว่า{IDENTITY_P}มันเหมือนเซลล์ร้ายเลยละ,phrase_question_h,hateful,452,452b,0,0
3.0,,,3,islam,คนอิสลาม,hateful,{IDENTITY_P} ในประเทศนี้ทำกุหงุดหงิดชิบหายเลย,profanity_h,hateful,255,255,0,0
,3.0,,3,girl,เด็กผู้หญิง,non-hateful,"ใครที่ส่งข้อความมาให้กุว่า ""มึงมันก็แค่{SLUR_S}สำหรับกุ"" กุจะบล็อกให้หมด",counter_quote_nh,non-hateful,547,547,0,0
3.0,,,3,Thai-Central,คนกรุง,hateful,จะทรมานพวก{IDENTITY_P}แบบไม่มีเมตตา,threat_dir_h,hateful,93,93,0,0
3.0,,,3,islam,คนอิสลาม,hateful,มันเป็นสันดานของไอพวก{IDENTITY_S}ที่น่ารำคาญและเหี้ย,profanity_h,hateful,259,259,0,0
1.0,2.0,,2,Thai-Central,คนกรุง,non-hateful,ถ้าจะไปด่า{IDENTITY_P}ให้ไปตาย อย่าหวังให้พวกเขาเคารพมึงเลย,counter_ref_nh,non-hateful,569,569,0,0
3.0,,,3,Chinese-Thai,คนไทยเชื้อสายจีน,hateful,{IDENTITY_P} แบบมึงน่ะ ไม่ต่างอะไรกับหนูตามท่อเลย,derog_dehum_h,hateful,51,51,0,0
3.0,,,3,christianity,คนคริสต์,hateful,{IDENTITY_P} แม่งเหี้ยกันทุกคนเลย,profanity_h,hateful,256,256,0,0
3.0,,,3,Thai,คนไทย,hateful,ไม่น่ามีใครเหี้ยไปกว่าพวก{IDENTITY_P}ละ,derog_neg_emote_h,hateful,12,12,0,0
,3.0,,3,boy,เด็กผู้ชาย,non-hateful,"ควรโดนแบนไปเลยที่ไปบอกว่า ""{IDENTITY_P} สมควรตาย""",counter_quote_nh,non-hateful,544,544,0,0
3.0,,,3,labour workers,แรงงาน,hateful,ไอพวก{IDENTITY_P}แบบมึงไม่คู่ควรจะอยู่ต่อไป,threat_norm_h,hateful,102,102,0,0
,3.0,,3,Thai Isan,คนอีสาน,non-hateful,ถ้าจะไปด่า{IDENTITY_P}ให้ไปตาย อย่าหวังให้พวกเขาเคารพมึงเลย,counter_ref_nh,non-hateful,569,569,0,0
2.0,,1.0,2,Thai-Laos,คนลาว,hateful,มีแต่พวก io จาก{IDENTITY_P}เท่านั้นแหละที่คอยมาแซะรัฐบาล,derog_dehum_h,hateful,60,60b,0,0
3.0,,,3,buddhism,คนพุทธ,hateful,พวก{IDENTITY_P}มันรกโลก,derog_dehum_h,hateful,55,55,0,0
3.0,,,3,elderly,ผู้สูงอายุ,hateful,เมื่อไหร่คนจะเข้าใจว่าอีพวก{IDENTITY_P}นี่แหละที่โหดและรุนแรง,phrase_question_h,hateful,447,447,0,0
3.0,,,3,christianity,คนคริสต์,hateful,กุจะทำให้พวก{IDENTITY_P}ทรมาณ,threat_dir_h,hateful,85,85,0,0
3.0,,,3,disbabled,คนพิการ,hateful,อีพวก{IDENTITY_P}ไม่เหมือนเราเลย มันต้องตาย,ref_subs_clause_h,hateful,375,375,0,0
3.0,,,3,Thai-Central,คนกรุง,hateful,อีพวก{IDENTITY_P}มันน่ารำคาญจริงๆ,derog_dehum_h,hateful,50,50,0,0
3.0,,,3,hinduism,คนฮินดู,hateful,เราจะยิง{IDENTITY_S}ต่อไปที่เห็น,threat_dir_h,hateful,84,84a,1,0
3.0,,,3,Chinese-Thai,คนไทยเชื้อสายจีน,hateful,พวก{IDENTITY_P}มันรกโลก,derog_dehum_h,hateful,55,55,0,0
3.0,,,3,Thai-Central,คนกรุง,hateful,ถ้ากุตื่นมาแล้วเป็น{IDENTITY_S} กุคงฆ่าตัวตาย,derog_impl_h,hateful,78,78,0,0
1.0,1.0,1.0,1,Thai,คนไทย,unique,มีแต่พวก io จาก{IDENTITY_P}เท่านั้นแหละที่คอยมาแซะรัฐบาล,derog_dehum_h,hateful,60,60b,0,1
,3.0,,3,Thai-Laos,คนลาว,non-hateful,"เราไม่ให้เกียรติคนที่เขียนว่า ""มี{SLUR_P}เยอะเกินในประเทศนี้""",counter_quote_nh,non-hateful,546,546,0,0
3.0,,,3,tomboy,ทอม,hateful,ไอพวกอำนาจล้มมืออย่าง{IDENTITY_P}เป็นภัยต่อประเทศเรา,derog_neg_attrib_h,hateful,30,30,0,0
3.0,,,3,Thai Isan,คนอีสาน,hateful,พวกมึงกับ{IDENTITY_P}ทั้งหมดคือโรคร้ายของสังคมเลยละ,derog_dehum_h,hateful,58,58,0,0
3.0,,,3,Highland Indigenous People,คนกะเหรี่ยง,hateful,กุเชื่อแล้วว่าอีพวก{IDENTITY_P}ก็แค่พวกสัตว์ชั้นต่ำ,phrase_opinion_h,hateful,470,470,0,0
3.0,,,3,disbabled,คนพิการ,hateful,เกลียดไอ{IDENTITY_S}ที่สุดในโลก,derog_impl_h,hateful,79,79,0,0
3.0,,,3,labour workers,แรงงาน,hateful,พวก{IDENTITY_P}อย่างมึงนี่มันน่าสมเพชจริงๆ,derog_neg_attrib_h,hateful,29,29,0,0
3.0,,,3,Myanmar,คนพม่า,hateful,ขอให้{IDENTITY_P}ตายห่าให้หมด,threat_dir_h,hateful,98,98,0,0
3.0,,,3,disbabled,คนพิการ,hateful,อีพวก{IDENTITY_P}มันโง่เง่ากันทุกคนเลย,derog_neg_attrib_h,hateful,40,40,0,0
3.0,,,3,Malay,คนมาเล,hateful,อีพวก{IDENTITY_P}โง่กันทุกคน,negate_pos_h,hateful,404,404,0,0
3.0,,,3,boy,เด็กผู้ชาย,hateful,หมากุยังฉลาดกว่าพวก{IDENTITY_S}ทุกตัวเลย,derog_impl_h,hateful,63,63,0,0
,3.0,,3,christianity,คนคริสต์,non-hateful,ในโลกที่ยุติธรรม{IDENTITY_P}ทุกคนควรได้รับการยกย่อง,ident_pos_nh,non-hateful,530,530,0,0
3.0,,,3,trans/ladyboy,คนแปลงเพศ,hateful,ก็พวก{IDENTITY_P}มันโง่แบบนี้เป็นปกติอยู่แล้วนิ,phrase_opinion_h,hateful,464,464,0,0
2.0,1.0,,1,trans/ladyboy,คนแปลงเพศ,hateful,ไม่รู้ตัวเหรอว่ามึงเหี้ยขนาดไหนที่ไปเรียก{IDENTITY_P}ว่าเป็นขยะ,counter_ref_nh,non-hateful,558,558,0,0
3.0,,,3,Thai-Central,คนกรุง,hateful,ทุก{IDENTITY_P}น่ารังเกียจ,derog_neg_attrib_h,hateful,22,22a,1,0
3.0,,,3,women,ผู้หญิง,hateful,อีพวก{IDENTITY_P}ไม่เหมือนเราเลย มันต้องตาย,ref_subs_clause_h,hateful,375,375,0,0
,3.0,,3,hinduism,คนฮินดู,non-hateful,มากกว่าครึ่งที่เป็น{IDENTITY_P},ident_neutral_nh,non-hateful,494,494,0,1
,3.0,,3,migrant workers,แรงงานต่างด้าว,non-hateful,ทำไมคิดว่ามันโอเคที่จะเรียกกุว่า{SLUR_S},counter_ref_nh,non-hateful,568,568,1,0
3.0,,,3,male,ผู้ชาย,hateful,แม่งโคตรเกลียดพวก{IDENTITY_P}ที่อยู่แถวนี้,derog_neg_emote_h,hateful,6,6,0,1
3.0,,,3,women,ผู้หญิง,hateful,อีพวก{IDENTITY_P}มันโง่เง่ากันทุกคนเลย,derog_neg_attrib_h,hateful,40,40,0,0
,3.0,,3,tomboy,ทอม,non-hateful,มันไม่โอเคเลยที่จะเรียกคนว่า{SLUR_S},counter_ref_nh,non-hateful,566,566,0,0
,3.0,,3,disbabled,คนพิการ,non-hateful,ไม่มี{IDENTITY_S}คนไหนสมควรโดนประหารชีวิตทั้งนั้นแหละ,negate_neg_nh,non-hateful,441,441,0,0
